,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Rent
4045,1,750,3,Carpet Area,Hyderabad,Semi-Furnished,Family,1,13000
4046,2,900,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,18000
4047,3,1800,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,26000
4048,1,470,3,Super Area,Hyderabad,Furnished,Bachelors/Family,1,17000
4049,2,720,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4050,1,450,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8000
4051,2,600,7,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4052,2,1100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4053,2,1300,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4054,2,1500,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,25000
4055,2,1200,4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,22000
4056,4,3000,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,45000
4057,3,2000,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4058,2,800,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,16000
4059,3,1000,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,35000
4060,2,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4061,1,400,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5500
4062,3,1250,4,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,35000
4063,1,700,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,14000
4064,2,1100,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,25000
4065,4,2050,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,36000
4066,2,1428,4,Super Area,Hyderabad,Semi-Furnished,Family,2,20000
4067,3,1700,3,Carpet Area,Hyderabad,Furnished,Family,3,30000
4068,2,1140,2,Super Area,Hyderabad,Semi-Furnished,Family,2,12000
4069,2,1000,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4070,2,1160,3,Super Area,Hyderabad,Unfurnished,Bachelors,2,13000
4071,3,3000,3,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,22000
4072,1,450,1,Super Area,Hyderabad,Unfurnished,Family,1,15000
4073,3,1540,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4074,2,1000,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,8000
4075,3,1417,7,Carpet Area,Hyderabad,Furnished,Bachelors,3,57000
4076,3,2100,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,1200
4077,2,550,4,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,8000
4078,3,1600,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4079,2,1200,4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,17000
4080,2,500,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,12000
4081,3,1300,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,25000
4082,2,600,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,13000
4083,3,1565,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,35000
4084,1,350,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6500
4085,2,1100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,11000
4086,2,1200,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,25000
4087,3,2000,1,Super Area,Hyderabad,Furnished,Family,3,35000
4088,3,2200,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,27000
4089,3,1400,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,18000
4090,3,1950,5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4091,2,130,1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,8500
4092,2,1300,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4093,3,1675,5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,35000
4094,2,1135,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4095,3,1800,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,20000
4096,3,1400,1,Super Area,Hyderabad,Furnished,Bachelors/Family,3,18000
4097,4,3698,16,Carpet Area,Hyderabad,Semi-Furnished,Family,5,140000
4098,2,950,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4099,2,650,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4100,1,100,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,5300
4101,2,950,2,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,11000
4102,2,1000,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,12000
4103,2,900,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,12000
4104,3,1800,7,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4105,2,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4106,3,1800,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,22000
4107,2,1000,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4108,1,450,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5400
4109,3,1771,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,16500
4110,2,1150,4,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,12000
4111,2,1000,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,8500
4112,2,1050,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,14000
4113,3,1500,2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4114,2,750,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,6000
4115,2,1100,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4116,2,800,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4117,3,150,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,37000
4118,1,750,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6500
4119,2,600,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,10000
4120,2,1080,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4121,2,1100,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4122,2,750,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,9000
4123,3,2405,10,Super Area,Hyderabad,Semi-Furnished,Bachelors,4,60000
4124,2,1248,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,18000
4125,2,1110,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4126,3,2300,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,50000
4127,2,1000,3,Carpet Area,Hyderabad,Furnished,Bachelors,2,17000
4128,2,800,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4129,4,3115,3,Super Area,Hyderabad,Furnished,Bachelors/Family,5,80000
4130,1,500,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4131,2,950,5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4132,2,1374,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4133,1,1300,0,Carpet Area,Hyderabad,Furnished,Bachelors/Family,1,10000
4134,2,1150,5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,17000
4135,1,450,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,6500
4136,2,927,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4137,3,1500,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,22000
4138,2,1200,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4139,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4140,3,2800,16,Carpet Area,Hyderabad,Furnished,Family,3,52000
4141,1,562,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6500
4142,2,1500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4143,3,1950,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4144,3,1360,3,Super Area,Hyderabad,Furnished,Bachelors,2,14000
4145,3,1800,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4146,2,950,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12500
4147,2,780,3,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,12000
4148,1,500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,10000
4149,2,1050,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,17000
4150,1,600,-1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,15500
4151,3,1800,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,65000
4152,3,1800,14,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,60000
4153,3,1900,4,Carpet Area,Hyderabad,Semi-Furnished,Family,3,45000
4154,2,1100,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10500
4155,2,200,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,9000
4156,3,1400,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4157,2,1200,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,20000
4158,3,1600,2,Super Area,Hyderabad,Furnished,Bachelors/Family,3,18000
4159,2,1150,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4160,2,130,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4161,4,3800,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,120000
4162,3,1720,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,28000
4163,1,500,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4164,2,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12500
4165,4,2400,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,31000
4166,2,800,3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,7000
4167,2,1300,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,22000
4168,2,1400,4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,17500
4169,2,650,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4170,2,103,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4171,1,950,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,7000
4172,3,1500,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,15000
4173,3,1550,5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4174,2,140,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4175,3,1800,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4176,4,2550,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,85000
4177,1,500,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5500
4178,2,800,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4179,2,800,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4180,2,1300,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4181,2,600,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4182,3,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,20000
4183,3,1000,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4184,1,500,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,7500
4185,1,8000,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,10,200000
4186,2,1100,2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4187,2,1100,0,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4188,2,200,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,12000
4189,2,1800,2,Super Area,Hyderabad,Unfurnished,Family,2,10000
4190,2,190,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,8000
4191,3,1350,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,16000
4192,2,1200,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12333
4193,1,400,3,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,9500
4194,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4195,3,1400,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4196,3,1300,2,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,14000
4197,1,400,2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4198,1,650,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,13900
4199,1,500,2,Super Area,Hyderabad,Unfurnished,Bachelors,1,5500
4200,2,875,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,9000
4201,1,850,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,4700
4202,3,1730,7,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,30000
4203,3,1500,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,16500
4204,3,1600,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,24000
4205,2,900,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4206,2,925,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4207,2,1500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4208,3,1600,1,Carpet Area,Hyderabad,Semi-Furnished,Family,3,22500
4209,3,1300,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,32000
4210,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4211,2,133,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,13000
4212,2,950,0,Super Area,Hyderabad,Unfurnished,Family,2,7000
4213,3,1200,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,12000
4214,2,950,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7500
4215,2,1095,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4216,1,400,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8000
4217,3,2210,4,Super Area,Hyderabad,Semi-Furnished,Family,3,25000
4218,3,1450,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,26000
4219,3,192,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4220,1,80,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,3000
4221,2,1315,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12500
4222,3,1600,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,42000
4223,2,1450,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4224,3,1900,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,40000
4225,3,2600,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,45000
4226,1,450,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8500
4227,2,1000,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4228,2,100,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4229,2,1100,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4230,2,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,11000
4231,2,1400,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4232,3,2000,0,Carpet Area,Hyderabad,Semi-Furnished,Family,3,55000
4233,2,1070,2,Carpet Area,Hyderabad,Unfurnished,Family,2,10000
4234,2,1450,3,Carpet Area,Hyderabad,Unfurnished,Family,2,25000
4235,2,1230,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,27000
4236,2,1000,0,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,12000
4237,2,1200,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,16000
4238,2,150,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4239,2,850,4,Super Area,Hyderabad,Semi-Furnished,Family,2,14000
4240,2,1300,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4241,4,4761,14,Super Area,Hyderabad,Semi-Furnished,Family,5,150000
4242,2,1250,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4243,1,100,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4244,3,1550,4,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,26000
4245,2,1300,2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4246,3,1600,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,28000
4247,2,1200,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,8500
4248,2,1200,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12500
4249,3,1970,5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4250,2,650,4,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,10000
4251,2,1000,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,12000
4252,3,1500,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,15000
4253,2,1250,0,Super Area,Hyderabad,Unfurnished,Family,2,6000
4254,3,1940,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,30000
4255,2,700,7,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,18000
4256,2,700,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,8500
4257,2,100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7500
4258,1,300,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,12000
4259,2,980,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4260,2,800,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15500
4261,3,1250,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,20000
4262,2,1000,0,Carpet Area,Hyderabad,Semi-Furnished,Family,2,11000
4263,2,1000,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4264,3,1800,0,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,17000
4265,3,2000,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4266,3,1500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4267,2,1050,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,12000
4268,2,1100,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,25000
4269,2,1000,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,11500
4270,2,700,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,6500
4271,1,750,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,10000
4272,1,450,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4273,3,1000,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4274,3,1500,2,Carpet Area,Hyderabad,Semi-Furnished,Family,3,34000
4275,2,1550,0,Super Area,Hyderabad,Furnished,Family,2,15000
4276,2,1450,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4277,2,650,3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4278,2,650,3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4279,3,1500,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,30000
4280,2,900,2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,13000
4281,3,1645,8,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,45000
4282,2,600,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4283,2,1250,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,25000
4284,2,1300,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,12000
4285,2,1000,1,Carpet Area,Hyderabad,Semi-Furnished,Family,2,19000
4286,3,1500,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,22000
4287,2,1150,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4288,2,110,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4289,2,103,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4290,2,1050,4,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,10000
4291,2,60,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7000
4292,2,1170,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4293,2,167,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4294,1,500,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,6500
4295,1,600,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,10000
4296,1,600,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8000
4297,1,200,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,3300
4298,2,600,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,12000
4299,2,900,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4300,2,800,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4301,3,1000,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4302,3,3200,11,Carpet Area,Hyderabad,Semi-Furnished,Family,3,70000
4303,2,1400,0,Super Area,Hyderabad,Furnished,Bachelors/Family,2,10000
4304,1,550,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8500
4305,1,540,4,Carpet Area,Hyderabad,Unfurnished,Family,1,8000
4306,1,400,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8000
4307,2,1225,2,Super Area,Hyderabad,Unfurnished,Bachelors,2,13000
4308,3,1430,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,15500
4309,2,1200,2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,30000
4310,2,1197,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4311,2,1150,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,18000
4312,1,500,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,12000
4313,2,1200,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,9000
4314,1,500,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,6000
4315,3,1600,3,Super Area,Hyderabad,Furnished,Bachelors/Family,3,32000
4316,2,1100,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,36000
4317,2,1220,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,17000
4318,3,1500,2,Super Area,Hyderabad,Furnished,Bachelors/Family,3,20000
4319,1,500,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,9000
4320,2,850,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4321,2,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7000
4322,3,100,1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,17000
4323,2,1140,0,Super Area,Hyderabad,Furnished,Bachelors/Family,2,19500
4324,2,1100,2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,25000
4325,3,1400,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4326,2,1350,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4327,2,180,0,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4328,2,1250,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4329,2,1300,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4330,2,840,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4331,2,1200,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,7500
4332,2,700,3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,13000
4333,4,2700,11,Super Area,Hyderabad,Furnished,Bachelors/Family,4,52000
4334,2,1100,1,Carpet Area,Hyderabad,Furnished,Family,2,22000
4335,2,1000,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,18000
4336,2,1000,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,7000
4337,3,1600,2,Super Area,Hyderabad,Semi-Furnished,Family,3,16500
4338,3,1550,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,13000
4339,1,600,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,6000
4340,1,500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,6000
4341,2,1100,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,21000
4342,3,1000,2,Carpet Area,Hyderabad,Furnished,Family,2,10000
4343,2,1000,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4344,3,1800,5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,30000
4345,2,1300,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4346,2,1100,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4347,2,950,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4348,2,1000,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,10000
4349,2,1200,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4350,6,2800,0,Super Area,Hyderabad,Furnished,Bachelors/Family,7,60000
4351,2,550,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4352,2,1000,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,8500
4353,2,800,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,7500
4354,2,600,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5000
4355,3,1800,5,Carpet Area,Hyderabad,Unfurnished,Family,3,30000
4356,1,500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,7500
4357,2,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4358,2,1100,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15500
4359,3,1450,4,Super Area,Hyderabad,Semi-Furnished,Family,2,26000
4360,1,550,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,8000
4361,2,933,2,Super Area,Hyderabad,Unfurnished,Bachelors,2,12000
4362,3,1100,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4363,2,1030,3,Super Area,Hyderabad,Semi-Furnished,Family,2,10000
4364,3,1150,2,Carpet Area,Hyderabad,Semi-Furnished,Family,3,20000
4365,2,850,0,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,12500
4366,2,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,18000
4367,3,1400,3,Carpet Area,Hyderabad,Semi-Furnished,Family,3,21000
4368,3,2700,23,Carpet Area,Hyderabad,Furnished,Bachelors,3,95000
4369,3,1700,7,Carpet Area,Hyderabad,Semi-Furnished,Family,3,26000
